Container ID,Name,CPU %,Memory Usage,Memory %,Net I/O,Block I/O,PIDs
a6ce5eabed7a,oai-udr,0.17,21.52MiB / 31.09GiB,0.07,69.4kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.19,21.24MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.25,21.61MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.7MiB / 31.09GiB,0.07,225kB / 385kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.01,22.82MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.14MiB / 31.09GiB,0.13,24.4MB / 11.7MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.8MiB / 31.09GiB,0.07,645kB / 337kB,0B / 0B,7
88df3cf2f98e,mysql,0.13,406.1MiB / 31.09GiB,1.28,8.56MB / 21.8MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.76MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.23,46.2MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,154.24,754.2MiB / 31.09GiB,2.37,126MB / 127MB,280MB / 1.21GB,54
1ec32aa56724,r_agent,0.56,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,2.2,22.99MiB / 31.09GiB,0.07,618kB / 857kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.24,21.54MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.26,20.83MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.25,21.64MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.7MiB / 31.09GiB,0.07,225kB / 386kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.01,22.87MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.06MiB / 31.09GiB,0.13,24.4MB / 11.8MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.22,21.9MiB / 31.09GiB,0.07,646kB / 338kB,0B / 0B,7
88df3cf2f98e,mysql,0.23,406.1MiB / 31.09GiB,1.28,8.57MB / 21.8MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.79MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.35,46.06MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,166.35,754.2MiB / 31.09GiB,2.37,126MB / 127MB,280MB / 1.21GB,54
1ec32aa56724,r_agent,0.88,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.95MiB / 31.09GiB,0.07,619kB / 859kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.34,21.54MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.25,20.83MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.36,21.64MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.04,23.7MiB / 31.09GiB,0.07,226kB / 387kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.87MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.07MiB / 31.09GiB,0.13,24.5MB / 11.8MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.3,21.9MiB / 31.09GiB,0.07,647kB / 338kB,0B / 0B,7
88df3cf2f98e,mysql,0.2,406.1MiB / 31.09GiB,1.28,8.59MB / 21.9MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.79MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.13,46.09MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,156.92,754.2MiB / 31.09GiB,2.37,127MB / 128MB,280MB / 1.21GB,54
1ec32aa56724,r_agent,0.68,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.59MiB / 31.09GiB,0.07,620kB / 860kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.19,21.59MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.21,20.83MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.18,21.64MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.73MiB / 31.09GiB,0.07,226kB / 387kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.89MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.07MiB / 31.09GiB,0.13,24.5MB / 11.8MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.9MiB / 31.09GiB,0.07,648kB / 339kB,0B / 0B,7
88df3cf2f98e,mysql,0.15,406.1MiB / 31.09GiB,1.28,8.6MB / 21.9MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.79MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,0.99,46.19MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,151.7,754.3MiB / 31.09GiB,2.37,127MB / 128MB,280MB / 1.21GB,54
1ec32aa56724,r_agent,0.69,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.61MiB / 31.09GiB,0.07,621kB / 862kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.22,21.61MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.24,20.84MiB / 31.09GiB,0.07,23kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.22,21.65MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.75MiB / 31.09GiB,0.07,226kB / 388kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.13,22.93MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.96,42.08MiB / 31.09GiB,0.13,24.5MB / 11.8MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.29,21.93MiB / 31.09GiB,0.07,649kB / 340kB,0B / 0B,7
88df3cf2f98e,mysql,0.18,406.1MiB / 31.09GiB,1.28,8.62MB / 22MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.79MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.22,45.97MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,162.71,754.2MiB / 31.09GiB,2.37,127MB / 128MB,280MB / 1.21GB,54
1ec32aa56724,r_agent,1.13,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,2.12,22.81MiB / 31.09GiB,0.07,622kB / 863kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.24,21.68MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.21,20.82MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.21,21.66MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.77MiB / 31.09GiB,0.07,227kB / 388kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.1,22.93MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.08MiB / 31.09GiB,0.13,24.6MB / 11.8MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.93MiB / 31.09GiB,0.07,651kB / 340kB,0B / 0B,7
88df3cf2f98e,mysql,0.2,406MiB / 31.09GiB,1.28,8.63MB / 22MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.58MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.23,46.27MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,3
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,147.3,754.4MiB / 31.09GiB,2.37,127MB / 128MB,280MB / 1.22GB,54
1ec32aa56724,r_agent,1.18,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.71MiB / 31.09GiB,0.07,623kB / 865kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.27,21.68MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.28,20.82MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.27,21.66MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.04,23.77MiB / 31.09GiB,0.07,227kB / 389kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.08,22.93MiB / 31.09GiB,0.07,475MB / 466MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.09MiB / 31.09GiB,0.13,24.6MB / 11.9MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.34,21.93MiB / 31.09GiB,0.07,651kB / 341kB,0B / 0B,7
88df3cf2f98e,mysql,0.2,406MiB / 31.09GiB,1.28,8.65MB / 22MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.58MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.13,46.24MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,153.02,754.3MiB / 31.09GiB,2.37,127MB / 128MB,280MB / 1.22GB,54
1ec32aa56724,r_agent,1.4,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.77MiB / 31.09GiB,0.07,624kB / 866kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.3,21.68MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.19,20.84MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.28,21.67MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.8MiB / 31.09GiB,0.07,227kB / 389kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.02,22.85MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.09MiB / 31.09GiB,0.13,24.7MB / 11.9MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.31,21.93MiB / 31.09GiB,0.07,652kB / 341kB,0B / 0B,7
88df3cf2f98e,mysql,0.25,406MiB / 31.09GiB,1.28,8.66MB / 22.1MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.58MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.23,46.17MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,144.3,754.3MiB / 31.09GiB,2.37,128MB / 129MB,280MB / 1.22GB,54
1ec32aa56724,r_agent,0.51,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.78MiB / 31.09GiB,0.07,625kB / 868kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.25,21.74MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.21,20.84MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.26,21.73MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.84MiB / 31.09GiB,0.07,228kB / 390kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.85MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.09MiB / 31.09GiB,0.13,24.7MB / 11.9MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.29,21.93MiB / 31.09GiB,0.07,654kB / 342kB,0B / 0B,7
88df3cf2f98e,mysql,0.18,406MiB / 31.09GiB,1.28,8.68MB / 22.1MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.58MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.26,46MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,147.71,754.2MiB / 31.09GiB,2.37,128MB / 129MB,280MB / 1.22GB,54
1ec32aa56724,r_agent,0.96,140.1MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.82MiB / 31.09GiB,0.07,626kB / 869kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.2,21.74MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.18,20.84MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.21,21.66MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.84MiB / 31.09GiB,0.07,228kB / 391kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.9MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.1MiB / 31.09GiB,0.13,24.7MB / 11.9MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.2,21.93MiB / 31.09GiB,0.07,655kB / 343kB,0B / 0B,7
88df3cf2f98e,mysql,0.14,406MiB / 31.09GiB,1.28,8.69MB / 22.1MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.59MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.31,45.96MiB / 31.09GiB,0.14,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,164.83,754.2MiB / 31.09GiB,2.37,128MB / 129MB,280MB / 1.22GB,54
1ec32aa56724,r_agent,0.76,140.3MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.01,22.82MiB / 31.09GiB,0.07,627kB / 871kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.33,21.74MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.24,20.84MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.28,21.66MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.08,23.84MiB / 31.09GiB,0.07,229kB / 392kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.08,22.9MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.11MiB / 31.09GiB,0.13,24.8MB / 11.9MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.35,21.93MiB / 31.09GiB,0.07,656kB / 343kB,0B / 0B,7
88df3cf2f98e,mysql,0.19,406MiB / 31.09GiB,1.28,8.7MB / 22.2MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.59MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.4,46.3MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,146.91,754.2MiB / 31.09GiB,2.37,128MB / 129MB,280MB / 1.23GB,54
1ec32aa56724,r_agent,1.57,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.82MiB / 31.09GiB,0.07,628kB / 872kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.21,21.77MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.17,20.86MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.17,21.68MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.85MiB / 31.09GiB,0.07,229kB / 392kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.95MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.11MiB / 31.09GiB,0.13,24.8MB / 11.9MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.23,22MiB / 31.09GiB,0.07,656kB / 343kB,0B / 0B,7
88df3cf2f98e,mysql,0.13,406MiB / 31.09GiB,1.28,8.72MB / 22.2MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.62MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.01,46.26MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,133.63,754.2MiB / 31.09GiB,2.37,128MB / 129MB,280MB / 1.23GB,54
1ec32aa56724,r_agent,0.92,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.86MiB / 31.09GiB,0.07,629kB / 874kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.21,21.8MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.19,20.89MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.21,21.69MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.88MiB / 31.09GiB,0.08,229kB / 393kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.05,22.98MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.12MiB / 31.09GiB,0.13,24.9MB / 12MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.19,21.72MiB / 31.09GiB,0.07,658kB / 344kB,0B / 0B,7
88df3cf2f98e,mysql,0.13,406MiB / 31.09GiB,1.28,8.73MB / 22.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.62MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.08,46.18MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,156.18,754.4MiB / 31.09GiB,2.37,128MB / 130MB,280MB / 1.23GB,54
1ec32aa56724,r_agent,1.56,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.89MiB / 31.09GiB,0.07,630kB / 875kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.28,21.8MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.29,20.88MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.27,21.75MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.93MiB / 31.09GiB,0.08,230kB / 393kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.0,22.98MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.12MiB / 31.09GiB,0.13,24.9MB / 12MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.31,21.75MiB / 31.09GiB,0.07,659kB / 345kB,0B / 0B,7
88df3cf2f98e,mysql,0.21,406MiB / 31.09GiB,1.28,8.74MB / 22.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.62MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.19,46.45MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,2
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,154.89,754MiB / 31.09GiB,2.37,129MB / 130MB,280MB / 1.23GB,54
1ec32aa56724,r_agent,1.07,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.89MiB / 31.09GiB,0.07,631kB / 877kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.19,21.8MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.16,20.88MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.17,21.75MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.05,24.05MiB / 31.09GiB,0.08,230kB / 394kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.03,22.98MiB / 31.09GiB,0.07,475MB / 467MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.12MiB / 31.09GiB,0.13,25MB / 12MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.75MiB / 31.09GiB,0.07,661kB / 345kB,0B / 0B,7
88df3cf2f98e,mysql,0.14,406MiB / 31.09GiB,1.28,8.76MB / 22.3MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.62MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,1.09,46.82MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,4
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,139.05,754.1MiB / 31.09GiB,2.37,129MB / 130MB,280MB / 1.23GB,54
1ec32aa56724,r_agent,0.6,140MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.0,22.92MiB / 31.09GiB,0.07,632kB / 878kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.21,21.81MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.22,20.89MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.18,21.8MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,23.99MiB / 31.09GiB,0.08,230kB / 394kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.4,22.98MiB / 31.09GiB,0.07,476MB / 468MB,0B / 0B,15
1d733de5658f,cn-agent,0.39,42.13MiB / 31.09GiB,0.13,25MB / 12MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.18,21.82MiB / 31.09GiB,0.07,661kB / 345kB,0B / 0B,7
88df3cf2f98e,mysql,0.27,406MiB / 31.09GiB,1.28,8.78MB / 22.4MB,188kB / 274MB,40
94885c8c6ca3,oai-ext-dn,0.0,14.62MiB / 31.09GiB,0.05,15.5kB / 0B,0B / 0B,3
e218b6f33de8,nms-api-app,2.03,46.19MiB / 31.09GiB,0.15,0B / 0B,37.3MB / 0B,1
919d6ba5b496,nms-front-app,0.0,29.05MiB / 31.09GiB,0.09,42.4kB / 11.7kB,12.5MB / 4.1kB,25
b0ae58578f79,nms-db-sql,143.57,753.9MiB / 31.09GiB,2.37,129MB / 130MB,280MB / 1.23GB,54
1ec32aa56724,r_agent,0.95,140.2MiB / 31.09GiB,0.44,0B / 0B,57.8MB / 0B,49
11d703fd14a6,oai-amf,0.03,23MiB / 31.09GiB,0.07,633kB / 880kB,1.15MB / 0B,11
a6ce5eabed7a,oai-udr,0.26,21.74MiB / 31.09GiB,0.07,69.5kB / 32.7kB,184kB / 0B,7
22e323d21ae9,oai-ausf,0.26,20.89MiB / 31.09GiB,0.07,23.1kB / 8.1kB,164kB / 0B,7
e26a6b09c76b,oai-udm,0.3,21.83MiB / 31.09GiB,0.07,27.3kB / 13.4kB,328kB / 0B,7
5a15019934ad,oai-smf,0.0,24.03MiB / 31.09GiB,0.08,230kB / 395kB,737kB / 0B,13
8d36ba91e1cc,oai-spgwu-tiny,0.55,23MiB / 31.09GiB,0.07,478MB / 469MB,0B / 0B,15
1d733de5658f,cn-agent,0.01,42.14MiB / 31.09GiB,0.13,25MB / 12.1MB,0B / 0B,1
ed8946484f6a,oai-nrf,0.25,21.89MiB / 31.09GiB,0.07,662kB / 346kB,0B / 0B,7
